Sentiment,target_encoded,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
Positive,1,6271,30,82,63,1,11,157,225,33,2912,3082,1492,1143,886,14,1,277,313,2,31,4466,1679,411,168,3,8,5,7
Positive,1,216,1746,2,306,757,14,605,2,1535,276,2,91,2860,2059,43,306,35,257,10839,11,42,3,8,5,7,8,5,7
Positive,1,366,408,151,391,4,28,151,2,1107,18,1,481,374,1372,1059,33,80,69,9,13,12,33,80,889,2091,8,5,7
Positive,1,799,69,27,738,16,48,1824,15,48,4,2939,127,16,48,14,166,6,74,1,1513,40,31,343,3,3,8,5,7
Negative,0,140,161,4,19,29,55,627,50,19,47,41,7,72,16,2649,28,688,151,9,920,4982,6,34,4,167,4655,43,1677
Negative,0,1902,6,235,140,10,10781,51,3696,35,563,1337,2471,20,568,15,377,7266,6,348,14,74,253,1,390,80,388,85,465
Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,1311,1,23,6,86,1488,178,1520,1711,205,4733,9140,21,5197,11,108
Positive,1,138,1278,23,69,20,3,898,1036,82,5094,14,743,13,12,39,1246,2303,14,722,33,1,54,3,3,6315,8,5,7
Negative,0,40,31,18,1114,238,146,1693,469,6,4107,290,1392,3913,48,631,35,2026,9,27,40,31,24,44,2,642,463,10,4227
Negative,0,1396,2,75,9,1189,21,169,4,1875,141,65,5,918,47,2390,303,9,355,17,506,3005,1342,2929,3436,11,8,5,7
Negative,0,71,2834,51,2,249,64,71,33,628,14,258,176,35,1,174,6,218,10,9,1869,6,9567,433,218,1375,8,5,7
Positive,1,0,0,0,0,0,0,0,0,11,320,2,256,316,57,86,452,2,75,33,4820,8,5,7,11,316,8,5,7
Negative,0,295,369,741,261,80,444,2,70,399,98,196,3057,19,132,20,1011,4696,35,33,1115,99,83,45,29,2258,10,98,11
Negative,0,52,145,1919,893,893,6,1,1971,4,480,1,11,107,6047,2,43,1704,3721,3252,14,54,1014,3,3,42,8,5,7
Negative,0,101,87,16,55,2981,2,658,44,1,420,1,6,916,6,13,12,18,21,23,4,338,1959,15,3922,82,296,1741,62
Negative,0,495,52,19,215,163,37,32,25,182,116,65,3366,578,1002,14,156,104,211,45,29,2,84,214,3368,1896,1304,3436,11
Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,718,23,512,2,1659,313,200,30,11,1343,3,367,2456
Negative,0,6574,100,548,48,18,43,21,5269,1,61,273,14,3995,9828,3,152,2483,210,24,267,3,3,114,4625,2,125,601,108
Positive,1,0,0,0,0,2311,324,13,12,97,2930,220,237,4537,18,2074,2311,7761,2219,2703,6,856,3268,2,30,46,2918,9813,53
Negative,0,1,202,18,1,2957,3,10,983,1451,3312,1,27,8911,3,732,666,3,8286,8560,787,14,728,6,103,111,8,5,7
Negative,0,891,493,10,9,676,96,4,1,183,15,1080,1887,23,3,3,60,15,20,184,3,3,66,16,104,241,3,3,11
Positive,1,0,0,0,0,20,15,71,2502,4,2006,2,228,24,38,5959,799,69,38,1985,3,8781,11,8861,135,10295,8,5,7
Negative,0,0,0,0,0,0,808,16,7803,701,23,63,9,96,925,18,17,4645,1401,14,420,339,896,6,14,4645,990,11,42
Positive,1,0,0,0,0,0,83,17,4495,81,24,366,66,15,3413,1001,35,81,470,16,48,6,76,3,3,11,8,5,7
Negative,0,1,568,89,1379,10234,40,31,639,2863,249,127,16,251,52,71,15,1,165,83,23,16,2108,35,4209,11,157,6215,6593
Negative,0,2345,63,20,11,96,15,377,6,1,2345,120,23,701,148,73,396,35,272,512,9,1056,4375,194,750,959,2339,1827,237
Positive,1,77,2,1715,530,28,3987,1053,33,92,79,74,24,1,289,14,1789,243,30,376,6,1,2822,1074,11,488,940,2445,3
Positive,1,4,848,2299,317,201,145,1891,2,4212,7855,4,102,3460,2095,2,1794,1,1693,6,9,1456,10,6231,3,3,8,5,7
Negative,0,999,196,23,3434,3,3,4011,811,7767,1894,900,2,3240,113,379,1090,10,683,202,464,3,3,8,5,7,8,5,7
Negative,0,1019,189,704,4587,181,72,823,23,47,616,14,3891,1,864,554,327,196,2109,421,4,501,424,2315,151,210,2352,631,3340
Negative,0,33,37,201,37,981,207,55,175,86,1355,10,3898,15,89,2,65,11,8615,9545,81,5970,377,225,37,2875,41,1121,225
Positive,1,40,29,9,680,1146,222,830,74,82,516,1535,22,5700,2270,50,17,263,2053,23,4,5,1241,88,10,8887,1073,88,2182
Negative,0,0,0,0,0,0,0,0,0,0,9639,179,32,25,15,1306,405,2,1,306,180,1,11,96,3,3,8,5,7
Negative,0,0,0,73,14,21,191,51,304,30,188,30,4641,5932,1150,15,377,3702,7320,36,1,13,12,67,1150,1828,8,5,7
Positive,1,28,29,2039,86,650,26,28,134,39,1691,129,10,1096,57,56,852,226,43,1033,2,434,54,8,5,7,8,5,7
Positive,1,0,0,0,0,0,0,1363,64,60,11,190,218,38,382,83,56,57,221,48,60,17,49,329,106,3,8,5,7
Positive,1,3,3,55,103,111,70,2021,131,14,238,4,3099,123,286,17,265,149,10,1,251,124,362,181,43,23,4,1,1456
Negative,0,236,2,38,25,124,1064,4094,4,8385,26,23,170,1938,6160,36,71,80,4724,3870,5130,6,9,3249,358,1566,1716,13,12
Positive,1,15,9,27,824,10,2864,675,2369,24,34,255,652,158,255,15,4348,3544,783,53,805,6,144,55,3219,242,8,5,7
Negative,0,43,7207,243,14,9,275,45,55,779,65,340,74,132,632,4,10,1,2825,6,1,414,8,5,7,11,8,5,7
Positive,1,4289,37,640,43,2534,14,1,144,26,29,291,10,4,139,736,5781,4,8555,1600,3580,215,3,3,242,5556,8185,13,12
Negative,0,0,0,244,23,363,2,119,8494,9,1786,10,1836,5801,73,14,244,22,147,1178,253,180,13,12,67,8,5,7,10635
Positive,1,1009,2638,2317,151,553,4,45,5190,5,724,1,54,573,50,49,5,3875,20,10,1,174,88,6198,7186,254,185,116,84
Negative,0,0,87,16,763,6,689,1204,49,603,23,10,9,96,4,758,889,188,37,449,11057,22,8,5,7,11,8,5,7
Negative,0,2750,101,257,16,341,10648,35,9570,3,69,9128,1,599,1599,14,93,3,145,1072,1,1736,572,7840,35,1194,10,27,4911
Negative,0,1482,29,349,2216,1257,6,34,3207,21,30,851,1292,29,3680,95,2,1,11,62,758,607,2,435,1,73,8,5,7
Positive,1,1619,2944,2,343,619,734,119,100,213,14,10,333,21,76,3718,204,9093,31,371,2,2523,4,610,218,18,13,12,6629
Positive,1,19,145,198,2,332,9,311,303,2,1,32,25,1093,118,6,3996,123,1376,1237,4,16,467,43,21,136,89,723,11
Positive,1,4,41,2430,2,2421,26,2170,15,3858,78,6,165,1616,23,14,1749,213,2,191,445,4,339,246,63,1,161,434,54
Negative,0,227,52,204,97,23,16,131,138,1496,454,4857,4,346,82,256,14,100,152,463,136,6,97,22,104,200,23,3,3
Negative,0,29,2,84,194,189,234,39,1839,64,2205,19,133,1,158,255,624,645,122,4643,13,12,946,792,91,3,100,3,671
Positive,1,10,3593,52,28,40,31,187,417,525,14,17,5358,498,18,9,389,1019,23,29,1124,4,28,40,126,31,551,1331,944
Negative,0,0,0,0,0,0,0,5192,2269,207,1257,23,6,2591,53,299,30,73,304,10399,6,2528,11,205,78,1383,1547,4,2269
Positive,1,198,2,133,124,2,3077,246,4,86,6,1,99,28,337,24,98,92,276,48,43,231,178,4,23,8,5,7,42
Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,966,574,946,542,13,12,3569,97,23,1846,199,8,5,7
Positive,1,0,0,0,0,1,7873,51,278,48,86,229,1891,410,14,271,1040,13,12,4,59,424,142,28,16,785,64,17,37
Negative,0,2,76,4,513,6,37,384,326,124,40,84,1452,439,136,21,2104,177,330,285,2,79,125,10,68,63,20,2799,78
Positive,1,1332,8,5,7,1,826,15,145,497,10,41,4001,231,23,4,19,29,288,36,35,952,2,2695,35,4357,603,11,9837
Positive,1,91,5916,301,1331,24,55,5567,19,1006,5632,8605,134,75,20,14,139,159,17,11,79,583,9988,79,684,31,231,422,135
Positive,1,3,3,194,2,1088,592,4,330,14,9,282,213,4,340,1,61,1097,1169,90,2590,131,3,3,1605,3,3,13,12
Negative,0,3053,2,1,10350,1346,1709,9,586,83,37,87,80,14,41,2924,170,9,2755,6,762,6711,592,62,185,49,549,69,11
Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554,689,34,88,5240,16,795,63,1,161,2627,2496
Positive,1,15,71,633,1348,62,101,6,13,12,1,458,46,174,9132,15,1387,20,15,9,587,936,44,315,18,9,8,5,7
Positive,1,1035,249,32,25,521,501,172,4,126,251,2,1,233,206,34,16,7050,10,15,439,3206,2,1,173,6,13,12,4176
Negative,0,0,0,0,0,0,0,0,0,50,17,263,506,10,38,112,27,17,1104,2,65,20,431,2,17,49,17,7053,33
Positive,1,0,0,0,0,0,1375,1626,1023,2,191,112,246,214,57,56,63,13,12,67,1408,855,510,8,5,7,8,5,7
Positive,1,1942,679,290,4,424,3210,5757,2,43,3867,30,9,46,197,7064,28,688,410,2,79,17,2367,20,967,78,10,43,448
Positive,1,206,45,29,5189,2,245,81,35,2926,77,15,642,14,1,233,527,14,362,4,15,2908,14,1183,69,1325,956,2141,14
Negative,0,20,96,4,138,528,5452,292,291,18,98,37,35,31,2126,9676,83,45,75,3,34,198,35,68,44,2,1148,410,11
Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,2,1,32,25,15,9,709,69,56,22,20,637,11
Positive,1,0,0,69,179,13,12,888,10,192,27,10,192,5489,10,192,7739,760,70,84,658,44,30,118,30,17,68,374,710
Negative,0,1084,2,125,18,158,1172,95,2,20,67,1123,45,5734,2,76,44,18,578,177,280,1,579,6,1795,1358,8,5,7
Positive,1,45,1213,198,2,132,1,897,1292,95,2,168,1216,4,46,715,232,286,87,16,751,6,13,12,368,4,5736,26,433
Positive,1,1363,64,11,3,50,17,163,2811,94,7144,57,43,275,49,79,4,509,191,18,1,733,17,416,31,629,8,5,7
Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,495,42,389,609,6383,121,25,18,9521,8,5,7
Negative,0,371,2,76,44,18,177,4,1,1051,6,875,726,1,3031,638,14,1,34,66,1916,18,98,3,3,8,5,7,42
Positive,1,0,0,0,0,0,0,0,0,0,0,0,1,373,42,803,174,40,129,6662,3187,57,943,56,650,4,8,5,7
Negative,0,15,1064,277,6,1349,66,16,467,139,1058,214,13,12,578,311,303,14,480,91,1008,61,672,6573,35,1008,9,762,9432
Negative,0,66,68,2,293,238,101,45,16,22,205,209,6,1965,13,12,249,26,1,300,15,2305,2,509,98,24,310,490,361
Negative,0,4,2911,4,329,6539,48,30,1,11,1343,3,3,240,879,399,38,264,35,1465,7554,3,13,12,3,3,8,5,7
Positive,1,4518,2589,1038,4,9,682,56,10,82,10935,7901,10138,106,16,86,6,1,247,9384,16,187,2,120,350,102,5476,63,157
Negative,0,6,11,22,441,210,34,648,66,151,1283,22,545,2054,4340,35,1067,648,29,775,36,13,12,10,766,7259,8,5,7
Positive,1,0,0,0,0,0,0,0,1,114,575,391,10,1,32,25,58,19,1043,234,739,29,2,65,2124,11,8,5,7
Negative,0,293,465,223,2527,6,425,34,24,11,22,1,32,25,485,16,54,4696,110,1,32,127,223,1449,133,48,162,1878,11
Positive,1,119,100,29,2,165,233,3,204,332,91,9,1414,315,1501,6055,41,78,2,169,35,570,2,4,14,98,3,3,1073
Positive,1,821,14,445,30,59,2133,1680,1718,16,122,10824,44,22,82,5886,1016,1110,86,1891,452,14,21,56,4,1737,63,1,67
Positive,1,11,540,235,140,60,49,1423,884,2393,20,27,115,195,14,211,8116,240,231,994,4057,50,3467,839,248,204,206,15,33
Negative,0,9,32,25,47,109,259,100,211,162,1,10056,171,3,3,145,2445,10,1,3833,4814,3,3,5416,6944,6316,8,5,7
Negative,0,0,0,0,1135,19,116,75,82,57,56,5279,124,52,206,5780,232,19,739,532,105,1811,50,13,12,8622,6988,1,174
Positive,1,280,13,12,52,60,49,28,107,10,1,333,314,89,2,99,66,134,243,43,1385,4,145,509,21,2,76,22,85
Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,21,364,1812,526,10,73,8,5,7
Positive,1,10,256,14,684,2,29,1,279,1044,6,3274,1,11,67,28,37,68,2,29,350,10178,194,3,11,67,8,5,7
Negative,0,10998,34,40,31,1050,150,343,127,35,217,2,5329,98,30,45,1571,75,63,9,96,58,920,30,1,367,3,2675,35
Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5007,82,731,51,563,389,14,12,22,8114,35,2111
Positive,1,0,0,0,0,0,0,0,0,0,0,16,2802,56,918,153,2,165,63,1,11,161,8,5,7,143,9377,3179,1491
Positive,1,51,100,10,1851,1,1058,190,133,74,2,1337,1244,1211,5643,15,89,2,117,10,22,3558,23,4,31,9079,8,5,7
Negative,0,1651,18,1,6,13,12,18,46,852,10,226,1,669,106,8,5,7,3,363,38,776,2,65,1,277,3,42,5844
Negative,0,2,1278,1268,23,3,3,1,16,379,9,4040,6,4567,22,327,92,336,125,5585,4,65,98,2876,44,4887,8,5,7
Positive,1,620,3,516,1720,375,43,231,8,5,7,3,129,8497,510,18,43,643,8,5,7,3,6301,9330,32,4332,8,5,7
Negative,0,446,35,2883,2857,1568,3401,10372,2357,10,3956,1563,98,10,459,1222,1184,28,10831,13,12,3,509,179,2,10372,20,34,386
Negative,0,11,96,7473,106,6,3105,757,687,241,1418,4147,1312,160,35,1486,2,2387,48,60,2,886,36,13,12,310,8,5,7
Negative,0,52,20,15,331,14,118,62,4,40,65,694,24,1,338,218,6,13,12,50,17,49,674,933,2,38,112,21,364
Positive,1,171,4,9,796,668,83,2026,38,112,27,1035,1430,17,24,82,1025,6,10776,3,3,149,199,3,3,13,12,3,308
Positive,1,186,170,48,6,76,52,19,80,2383,22,1,2601,914,6,21,3932,4,26,170,126,269,591,11,42,545,8,5,7
Positive,1,4,27,114,19,415,4934,14,41,663,18,11307,35,41,230,3372,91,100,39,29,100,991,100,148,234,48,2597,36,1720
Positive,1,0,0,0,0,0,0,265,22,20,769,1181,3181,18,2163,10,82,1637,27,113,261,219,563,389,14,13,12,12,342
Negative,0,648,52,39,18,316,1918,43,105,5819,2,434,64,54,634,10,46,717,2624,4,483,63,11,8,5,7,8,5,7
Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,70,203,617,131,57,56,4,283,1788,92,4,159,17,13,12
Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547,26,832,135,3,11,3,13,12,3,135,8,5,7
Positive,1,1,1097,9564,391,666,15,2402,714,81,77,9,482,6,103,111,4,2679,10,631,3,3,11,42,13,12,13,12,7822
Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,66,51,9,3921,15,3984,184,62,11,308,135,1165,3921
Negative,0,116,4405,433,46,7838,10,1,3162,9,3935,6,3640,5101,1337,544,605,116,39,31,1309,2,1,544,63,242,8,5,7
Negative,0,5297,783,1,2211,30,193,19,232,89,2,489,24,9,10270,1479,17,727,49,332,33,9,489,30,193,3,3,423,6602
Negative,0,192,137,3260,250,1024,1212,2407,266,9,723,315,2,357,1,121,273,138,28,164,29,267,28,16,39,8752,2,13,12
Positive,1,0,0,0,0,13,12,3,3,908,353,365,165,570,10352,58,79,98,48,1010,467,43,32,25,115,491,8,5,7
Positive,1,264,113,216,194,36,1,32,25,19,348,17,16,10198,2,399,38,264,228,3,3,1546,42,11,711,3755,8,5,7
Negative,0,21,3506,1829,58,105,5473,40,29,54,90,1100,22,1,27,5922,1,263,10840,14,21,5911,4370,436,1,13,12,96,51
Negative,0,0,0,0,0,0,696,16,266,508,6,673,1371,42,11,133,104,1872,2,329,334,971,3,8,5,7,8,5,7
Positive,1,29,17,4243,205,4,200,14,9,537,136,20,103,111,190,79,8335,38,2897,10,1445,8,5,7,135,235,11,13,12
Positive,1,8,5,7,143,283,68,9,1140,47,2905,131,1411,1468,41,294,10,305,3166,816,4596,11,3507,238,235,4773,135,4774,235
Negative,0,14,505,472,4,720,1866,88,6540,131,22,45,16,8941,131,1866,18,189,328,4,112,183,3873,6083,406,200,446,97,23
Positive,1,7378,26,37,72,292,532,160,124,45,65,93,230,26,45,29,2,582,652,133,85,10,9,1279,4,700,14,37,1575
Negative,0,147,411,1108,109,1,259,721,2,1635,430,95,2,512,10,73,626,53,1,13,12,67,3,8,5,7,8,5,7
Positive,1,420,592,1499,661,764,647,647,4588,2358,97,4772,3608,1469,7418,7597,748,2,79,35,2127,24,112,21,345,206,28,49,12
Positive,1,0,0,2540,516,1149,1833,51,2142,18,1620,271,53,7884,23,2,533,154,576,4,551,4224,859,128,275,108,8,5,7
Positive,1,0,0,0,0,0,0,0,0,219,248,135,2,281,17,36,1,11,138,978,138,42,3455,8,5,7,8,5,7
Positive,1,26,2086,5,719,28,49,5,79,34,4570,54,584,28,435,1,240,1837,3913,48,37,1,2586,2,79,59,112,913,2627
Positive,1,49,3063,241,842,10,1,259,152,210,211,30,271,2367,1,65,923,36,4,4979,11,9237,56,8,5,7,8,5,7
Positive,1,35,84,56,6183,35,2643,56,28,40,39,198,2,256,57,113,430,6,4960,87,40,31,9,697,10,11,8,5,7
Positive,1,53,100,4,243,9,7512,1189,2018,14,147,384,4685,30,33,2,435,9,697,10,73,14,147,3430,21,95,2,1,161
Positive,1,9,4,5999,8054,972,1,279,3621,6,120,248,227,10,38,392,7400,5431,11067,133,294,911,4,75,38,279,83,17,49
Positive,1,0,0,0,0,4758,906,488,14,3524,30,59,46,805,1765,143,8,5,7,226,1906,2,9517,1375,8,5,7,13,12
Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,11,100,7875,1432,954,9279,72,180,967,73,8,5,7,8,5,7
Positive,1,1,770,319,724,2,76,44,87,49,31,479,10,1,78,6,13,12,3,3,231,1415,2179,710,3738,362,8,5,7
Negative,0,16,701,63,20,678,6,13,12,189,972,1550,2,31,1,23,6,693,1075,116,622,30,45,16,30,20,16,639,199
Negative,0,9,2438,6,26,164,547,7099,1,197,78,236,2,1,32,25,35,5482,151,2,616,20,1181,2,92,194,385,9,709
Positive,1,10,590,30,369,1,84,10129,12,3738,305,114,2452,2,31,343,14,2645,6,13,12,3,4637,2,1800,79,10,20,4453
Positive,1,0,0,0,0,0,0,0,0,0,812,4308,443,4308,252,33,15,156,2,573,81,77,11,8,5,7,8,5,7
Positive,1,0,0,0,0,19,319,814,20,3043,94,225,460,52,303,2,37,1,103,111,2725,72,2506,11,42,42,135,3592,11189
Positive,1,0,0,0,0,0,0,0,0,0,0,11,649,6,7733,81,1136,896,614,4076,882,456,252,528,7815,23,8,5,7
Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,174,21,23,363,30,13,12,6236,73,8,5,7,143,8,5,7
Positive,1,612,14,13,83,581,201,9,335,2,3990,37,888,26,640,16,9,1675,2877,4019,98,2,361,1,4204,848,8,5,7
Negative,0,0,0,0,0,0,0,0,0,0,0,344,410,36,1,906,765,1291,18,1567,13,12,334,8,5,7,8,5,7
Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2842,3693,77,1752,1919,2582,10582,8208,8,5,7,11,13,12,42
Positive,1,14,152,213,20,171,1969,553,214,1,21,76,69,4048,79,91,83,564,3057,48,45,164,580,5087,6,1648,3,3,242
Positive,1,10,1322,95,2,13,12,910,45,16,269,126,14,57,56,45,145,29,9,574,18,1140,1556,184,62,2554,8,5,7
Negative,0,15,14,21,23,2,31,4252,4,145,4418,66,937,1378,440,3,164,5100,477,471,972,832,30,104,1679,733,3,3,108
Negative,0,0,28,29,6862,4,2732,1639,2050,2115,141,3951,23,619,13,12,3,3,4,204,28,29,126,1953,48,18,8,5,7
Negative,0,0,0,0,234,1739,37,1,127,16,343,101,6,13,12,52,1200,20,3846,41,5420,653,655,94,187,58,188,57,56
Negative,0,0,0,0,0,0,0,0,0,0,20,91,181,58,10,20,568,791,1,233,5131,2264,2874,108,3,3,8,5,7
Positive,1,27,134,31,371,2,636,2869,1097,661,2,332,2,41,144,37,774,867,402,272,743,13,12,426,708,808,2233,1013,5885
Positive,1,77,4,295,4,1999,6,39,216,1,11,70,595,153,4,467,9,229,1966,3374,752,4,2095,14,26,259,8,5,7
Negative,0,789,59,1299,119,137,2262,18,1076,3778,367,3,226,54,8,5,7,3,209,1021,1401,6,121,2697,1436,227,8,5,7
Positive,1,0,0,0,0,0,0,0,0,0,0,197,78,10,9,27,10,299,213,4,1,115,16,69,20,242,8,5,7
Positive,1,9,6911,14,156,10,9,32,25,63,37,20,757,14,37,41,1835,32,72,19,1141,5219,14,37,41,837,122,490,181
Negative,0,1432,4,57,600,44,3,3,4084,1,2144,2,1554,21,47,3256,10,61,90,455,3,3,3641,11,5453,3,8,5,7
Positive,1,0,0,0,0,19,3946,3,3,8,5,7,3,67,438,135,42,108,11,13,12,157,140,7584,3474,3823,8,5,7
Positive,1,0,0,0,0,0,5304,234,69,9,10316,83,19,84,2,1,32,25,104,213,284,1338,4935,40,31,415,109,502,5590
Positive,1,2,11,569,2908,37,23,18,53,44,2,1865,2,79,9046,4,257,5430,303,14,38,191,4,120,1246,2175,179,9535,7312
Negative,0,398,46,602,35,2290,524,16,2191,44,2,1,5365,2,191,125,66,68,33,166,63,1,11,96,8,5,7,11,121
Negative,0,22,85,24,55,405,69,1391,482,911,2,2492,21,4,21,14,59,2139,101,6,506,1094,61,672,4,1,217,26,98
Positive,1,0,0,0,0,0,0,0,106,15,9,93,2224,510,64,60,2,1045,81,77,10,93,2224,13,12,367,8,5,7
Negative,0,0,0,0,0,0,0,0,0,20,2117,818,8348,6,1,174,2857,178,23,28,3143,377,2117,30,4534,95,2,13,12
Negative,0,3,117,20,4386,22,8,5,7,6229,238,1165,135,1226,11,42,140,1546,3161,3589,7634,5173,540,1106,438,342,8,5,7
Positive,1,22,4,1595,4,1066,8459,1595,17,49,636,21,87,47,332,9,1140,57,70,100,642,2101,9,1708,35,54,8,5,7
Positive,1,0,0,0,6432,750,959,106,3,27,10,2901,2469,154,3065,2,130,1136,287,8,5,7,143,308,13,12,157,42,423
Negative,0,1007,2,270,23,8071,4,7352,17,40,163,64,20,358,83,17,16,798,2,3556,38,23,4181,139,15,22,85,11,4459
Negative,0,107,85,35,547,158,255,3,3,4,164,61,64,21,1817,47,405,45,40,31,269,3,3,11178,13,12,8,5,7
Positive,1,6220,3748,6,279,379,321,22,1,545,59,4612,25,2111,4,1966,173,2534,14,103,111,3,11,2506,2716,13,12,545,135
Positive,1,161,45,116,31,4237,4,39,1278,650,23,22,20,78,620,178,2,316,29,37,349,9,154,1278,62,20,15,55,149
Positive,1,0,0,0,0,0,6909,2513,7084,5041,25,2,176,113,731,2590,6,13,12,8,5,7,228,118,398,16,126,2953,3439
Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,1743,58,41,27,51,94,228,808,930,13,12,423,808,8,5,7
Positive,1,205,58,55,93,2265,33,204,45,16,172,2,1474,1253,17,1496,617,9,2411,25,69,20,131,22,37,475,1985,11,42
Negative,0,0,0,0,0,0,6484,3132,364,1471,9280,2912,360,101,6,11,185,145,1812,85,23,720,4,6622,82,6,313,3112,10830
Positive,1,307,1262,16,375,59,396,1957,2,123,81,77,2,79,289,1,11,161,138,365,28,616,43,5744,2,75,58,1383,9807
Negative,0,12,312,3094,4054,24,5098,4,690,666,2,270,396,10,82,2899,2,5269,2564,606,4151,975,4,342,446,23,14,812,445
Positive,1,0,0,71,818,2,1022,83,1,249,76,44,3,31,153,48,87,727,3,3,4659,13,12,157,1479,27,8,5,7
Positive,1,1826,110,38,184,62,138,164,17,1626,663,2,293,1133,14,59,392,382,915,110,1145,7101,10,1,2069,6,9,67,11
Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1226,10389,3453,135,8879,1581,11,8,5,7
Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,54,3149,6548,6,4,20,171,162,11,78,135,1165,5618,8,5,7
Positive,1,0,0,0,0,0,0,0,0,3307,902,2503,641,1,100,5693,2203,469,9,27,124,3,8365,1797,14,11,8,5,7
Negative,0,0,0,1788,1117,6686,6240,5510,1375,2,5030,10,59,2302,2,1243,1,1884,354,962,6686,2180,6637,1005,1375,10,564,280,11
Negative,0,15,377,883,36,469,845,692,1012,14,603,106,138,15,244,131,35,315,14,2767,15,812,528,108,30,2,2501,2564,4007
Positive,1,25,799,69,107,153,4,9183,48,87,34,16,10,277,61,2458,28,68,2,126,413,2,31,558,13,12,8,5,7
Positive,1,0,0,0,0,0,0,0,0,0,0,16,241,26,4047,620,177,714,4,81,470,4355,1592,2114,10,256,2,270,23
Positive,1,317,6,348,216,21,48,2,125,10,68,4,1,260,317,1375,863,2,139,15,92,386,5,61,790,36,98,18,22
Negative,0,0,0,0,0,0,0,0,0,0,158,255,2,533,1,173,6,11,155,29,3702,1004,18,34,24,2494,8,5,7
Negative,0,0,0,0,0,83,588,64,2,844,131,82,195,1048,10,1,32,25,4,17,129,3437,18,1,102,208,8,5,7
Positive,1,2,117,86,294,4589,4,87,80,418,115,195,71,232,19,1550,2,75,62,20,296,2,31,2147,1332,11,8,5,7
Positive,1,236,2,1335,19,690,1,50,261,80,638,35,261,5076,83,261,225,55,69,19,80,122,4652,19,163,28,68,9,157
Positive,1,903,6,211,668,990,1018,34,16,62,13,12,389,101,6,26,93,1549,2891,1090,6,34,16,62,388,1349,157,141,9313
Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,91,18,1,27,34,19,132,113,536,157,13,12,8,5,7
Negative,0,18,1,184,116,7702,35,340,65,59,135,197,3,3,101,758,456,277,6,586,3,3,11,42,1165,1521,8,5,7
Negative,0,25,80,55,6263,55,1069,70,34,2286,59,2,1,10350,45,151,2542,34,752,22,1,1539,20,397,9,105,1076,13,12
Positive,1,0,0,0,3192,408,129,9,692,24,485,1433,703,23,14,78,14,82,11,2,38,2029,3365,5569,23,92,4,159,17
Positive,1,1280,152,5711,1330,745,717,1991,2,9482,8,5,7,11,6616,1312,2415,42,1160,10827,404,142,10223,235,207,312,8,5,7
Negative,0,37,172,72,16,86,6,1,1178,490,34,4,37,1,4874,3766,16,39,172,22,37,561,174,78,14,9,10248,453,12
Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,73,3935,6125,787,30,376,6,1370,335,2,13,12,8,5,7,53
Negative,0,0,0,0,0,0,0,3,20,292,130,3,3,18,32,25,5332,11128,30,3636,7557,7867,3,367,21,3,8,5,7
Negative,0,0,0,0,33,986,123,146,1736,60,118,199,17,616,34,39,2,61,117,21,4,102,405,45,16,13,12,3,242
Positive,1,0,0,3172,7813,2745,19,407,1,2449,4529,16,1126,2,289,280,13,12,1862,30,179,512,6,97,23,52,45,49,442
Positive,1,2125,82,306,903,65,21,83,45,170,228,957,2,84,150,9,1444,32,25,63,1,161,5072,26,141,10,3002,199,2384
Positive,1,5366,10,220,100,1235,9490,10,97,23,3,152,6066,10,1193,14,2768,1476,3,3,226,1,277,1558,53,4,8,5,7
Positive,1,38,227,9,54,2916,1081,53,1212,339,112,1101,4,1319,104,6651,246,3205,10,1,3300,165,98,47,1436,98,2554,10730,11
Negative,0,321,30,393,841,115,6,21,10,177,10,5649,6,341,2,293,1133,2,6208,1,173,6,1,13,12,140,8,5,7
Negative,0,105,1360,180,13,12,67,3,105,1226,1527,510,6735,104,4750,826,10,2794,2155,3,13,12,11,550,2911,135,8,5,7
Positive,1,69,561,2450,341,9,1044,6,90,2268,123,286,17,76,44,201,3042,2,29,299,141,810,17,165,119,308,13,12,157
Positive,1,38,25,70,1836,6,18,1715,16,39,7670,1952,55,93,151,160,55,295,47,3523,77,14,98,92,281,38,1240,11,208
